id,name,height,weight,hp,attack,defense,s_attack,s_defense,speed,type,evo_set,info,total_stats,physical_bias,offensive_bias,stat_variance,weight_height_ratio,evo_set_size,hp_category,attack_category,defense_category,s_attack_category,s_defense_category,speed_category,total_stats_category
327,spinda,11,50,60,60,60,60,60,60,{normal},165,No two Spinda have the same pattern of spots. Its tottering step fouls the aim of foes.,360,1.0,1.0,0.0,4.545454545454546,1,Low,Low,Low,Low,Low,Low,Low
328,trapinch,7,150,45,100,45,45,45,10,{ground},166,"TRAPINCH’s nest is a sloped, bowl-like pit dug in sand. This POKéMON patiently waits for prey to tumble down the pit. Its giant jaws have enough strength to crush even boulders.",290,1.6111111111111112,1.6111111111111112,697.2222222222223,21.428571428571427,3,Very Low,Medium,Very Low,Very Low,Very Low,Very Low,Very Low
329,vibrava,11,153,50,70,50,50,50,70,"{ground,dragon}",166,"To make prey faint, VIBRAVA generates ultrasonic waves by vigorously making its two wings vibrate. This POKéMON’s ultrasonic waves are so powerful, they can bring on headaches in people.",340,1.2,1.2,88.88888888888887,13.909090909090908,3,Very Low,Low,Very Low,Low,Very Low,Medium,Low
330,flygon,20,820,80,100,80,80,80,100,"{ground,dragon}",166,"FLYGON is nicknamed “the elemental  spirit of the desert.” Because its flapping wings whip up a cloud of sand, this POKéMON is always enveloped in a sandstorm while flying.",520,1.125,1.125,88.8888888888889,41.0,3,Medium,Medium,Medium,Medium,Medium,High,High
331,cacnea,4,513,50,85,40,85,40,35,{grass},167,"CACNEA lives in arid locations such as deserts. It releases a strong aroma from its flower to attract prey. When prey comes near, this POKéMON shoots sharp thorns from its body to bring the victim down.",335,1.0,2.125,445.1388888888889,128.25,2,Very Low,Medium,Very Low,Medium,Very Low,Very Low,Low
332,cacturne,13,774,70,115,60,115,60,55,"{grass,dark}",167,"During the daytime, CACTURNE remains unmoving so that it does not lose any moisture to the harsh desert sun. This POKéMON becomes active at night when the temperature drops.",475,1.0,1.9166666666666667,661.8055555555555,59.53846153846154,2,Medium,High,Low,High,Low,Low,Medium
333,swablu,4,12,45,40,60,40,75,50,"{normal,flying}",168,SWABLU has light and fluffy wings that are like cottony clouds. This POKéMON is not frightened of people. It lands on the heads of people and sits there like a cotton-fluff hat.,310,0.8695652173913043,0.5925925925925926,155.55555555555557,3.0,2,Very Low,Very Low,Low,Very Low,Medium,Low,Low
334,altaria,11,206,75,70,90,70,105,80,"{dragon,flying}",168,"ALTARIA dances and wheels through the sky among billowing, cotton-like clouds. By singing melodies in its crystal-clear voice, this POKéMON makes its listeners experience dreamy wonderment.",490,0.9142857142857143,0.717948717948718,155.55555555555557,18.727272727272727,2,Medium,Low,Medium,Medium,High,Medium,High
335,zangoose,13,403,73,115,60,60,60,90,{normal},169,Memories of battling its arch-rival SEVIPER are etched into every cell of ZANGOOSE’s body. This POKéMON adroitly dodges attacks with incredible agility.,458,1.4583333333333333,1.4583333333333333,415.5555555555556,31.0,1,Medium,High,Low,Low,Low,High,Medium
336,seviper,27,525,73,100,60,100,60,65,{poison},170,SEVIPER shares a generations-long feud with ZANGOOSE. The scars on its body are evidence of vicious battles. This POKéMON attacks using its sword- edged tail.,458,1.0,1.6666666666666667,298.88888888888886,19.444444444444443,1,Medium,Medium,Low,High,Low,Low,Medium
337,lunatone,10,1680,90,55,65,95,85,70,"{rock,psychic}",171,"LUNATONE was discovered at a location where a meteorite fell. As a result, some people theorize that this POKéMON came from space. However, no one has been able to prove this theory so far.",460,0.6666666666666666,1.0,205.55555555555554,168.0,1,High,Very Low,Low,High,Medium,Medium,Medium
338,solrock,12,1540,90,95,85,55,65,70,"{rock,psychic}",172,"Solar energy is the source of its power, so it is strong during the daytime. When it spins, its body shines.",460,1.5,1.0,205.55555555555557,128.33333333333334,1,High,Medium,Medium,Low,Low,Medium,Medium
339,barboach,4,19,50,48,43,46,41,60,"{water,ground}",173,"BARBOACH’s sensitive whiskers serve as a superb radar system. This POKéMON hides in mud, leaving only its two whiskers exposed while it waits for prey to come along.",288,1.0459770114942528,1.119047619047619,37.666666666666664,4.75,2,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low
340,whiscash,9,236,110,78,73,76,71,60,"{water,ground}",173,"WHISCASH is extremely territorial. Just one of these POKéMON will claim a large pond as its exclusive territory. If a foe approaches it, it thrashes about and triggers a massive earthquake.",468,1.0272108843537415,1.0694444444444444,237.66666666666666,26.22222222222222,2,High,Medium,Medium,Medium,Medium,Low,Medium
341,corphish,6,115,43,80,65,50,35,35,{water},174,Its hardy vitality enables it to adapt to any environment. Its pincers will never release prey.,308,1.7058823529411764,1.3,268.88888888888886,19.166666666666668,2,Very Low,Medium,Low,Low,Very Low,Very Low,Very Low
342,crawdaunt,11,328,63,120,85,90,55,55,"{water,dark}",174,"CRAWDAUNT has an extremely violent nature that compels it to challenge other living things to battle. Other life-forms refuse to live in ponds inhabited by this POKéMON, making them desolate places.",468,1.4137931034482758,1.5,540.0,29.818181818181817,2,Low,High,Medium,Medium,Low,Low,Medium
343,baltoy,5,215,40,40,55,40,70,55,"{ground,psychic}",175,BALTOY moves while spinning around on its one foot. Primitive wall paintings depicting this POKéMON living among people were discovered in some ancient ruins.,300,0.8636363636363636,0.64,125.0,43.0,2,Very Low,Very Low,Low,Very Low,Medium,Low,Very Low
344,claydol,15,1080,60,70,105,70,120,75,"{ground,psychic}",175,CLAYDOL are said to be dolls of mud made by primitive humans and brought to life by exposure to a mysterious ray. This POKéMON moves about while levitating.,500,0.9210526315789473,0.6222222222222222,463.88888888888886,72.0,2,Low,Low,High,Medium,High,Medium,High
345,lileep,10,238,66,41,77,61,87,23,"{rock,grass}",176,LILEEP became extinct approximately a hundred million years ago. This ancient POKéMON attaches itself to a rock on the seafloor and catches approaching prey using tentacles  shaped like flower petals.,355,0.7972972972972973,0.6219512195121951,463.4722222222222,23.8,2,Low,Very Low,Medium,Low,High,Very Low,Low
346,cradily,15,604,86,81,97,81,107,43,"{rock,grass}",176,CRADILY roams around the ocean floor in search of food. This POKéMON freely extends its tree trunk-like neck and captures unwary prey using its eight tentacles.,495,0.9468085106382979,0.7941176470588235,397.9166666666667,40.266666666666666,2,High,Medium,High,Medium,High,Very Low,High
347,anorith,7,125,45,95,50,40,50,75,"{rock,bug}",177,ANORITH was regenerated from a prehistoric fossil. This primitive POKéMON once lived in warm seas. It grips its prey firmly between its two large claws.,355,1.6111111111111112,1.35,378.47222222222223,17.857142857142858,2,Very Low,Medium,Very Low,Very Low,Very Low,Medium,Low
348,armaldo,15,682,75,125,100,70,80,45,"{rock,bug}",177,ARMALDO’s tough armor makes all attacks bounce off. This POKéMON’s two enormous claws can be freely extended or contracted. They have the power to punch right through a steel slab.,495,1.5,1.0833333333333333,622.9166666666666,45.46666666666667,2,Medium,High,High,Medium,Medium,Very Low,High
349,feebas,6,74,20,15,20,10,55,80,{water},178,"FEEBAS’s fins are ragged and tattered from the start of its life. Because of its shoddy appearance, this POKéMON is largely ignored. It is capable of living in both the sea and in rivers.",200,0.5384615384615384,0.3333333333333333,647.2222222222222,12.333333333333334,2,Very Low,Very Low,Very Low,Very Low,Low,Medium,Very Low
350,milotic,62,1620,95,60,79,100,125,81,{water},178,Its lovely scales are described as rainbow colored. They change color depending on the viewing angle.,540,0.6177777777777778,0.7843137254901961,408.6666666666667,26.129032258064516,2,High,Low,Medium,High,High,Medium,Very High
351,castform,3,8,70,70,70,70,70,70,{normal},179,CASTFORM’s appearance changes with the weather. This POKéMON gained the ability to use the vast power of nature to protect its tiny body.,420,1.0,1.0,0.0,2.6666666666666665,1,Medium,Low,Low,Medium,Medium,Medium,Medium
352,kecleon,10,220,60,90,70,60,120,40,{normal},180,It changes body color to blend in with its surroundings. It also changes color if it is happy or sad.,440,0.8888888888888888,0.7894736842105263,655.5555555555555,22.0,1,Low,Medium,Low,Low,High,Very Low,Medium
353,shuppet,6,23,44,75,35,63,33,45,{ghost},181,"SHUPPET is attracted by feelings of jealousy and vindictiveness. If someone develops strong feelings of vengeance, this POKéMON will appear in a swarm and line up beneath the eaves of that person’s home.",295,1.1458333333333333,2.0294117647058822,227.4722222222222,3.8333333333333335,2,Very Low,Low,Very Low,Low,Very Low,Very Low,Very Low
354,banette,11,125,64,115,65,83,63,65,{ghost},181,BANETTE generates energy for laying strong curses by sticking pins into its own body. This POKéMON was originally a pitiful plush doll that was thrown away.,455,1.2328767123287672,1.546875,354.13888888888886,11.363636363636363,2,Low,High,Low,Medium,Low,Low,Medium
355,duskull,8,150,20,40,90,30,90,25,{ghost},182,"DUSKULL can pass through any wall no matter how thick it may be. Once this POKéMON chooses a target, it will doggedly pursue the intended victim until the break of dawn.",295,1.0833333333333333,0.3888888888888889,870.1388888888888,18.75,3,Very Low,Very Low,Medium,Very Low,High,Very Low,Very Low
356,dusclops,16,306,40,70,130,60,130,25,{ghost},182,"DUSCLOPS’s body is completely hollow - there is nothing at all inside. It is said that its body is like a black hole. This POKéMON will absorb anything into its body, but nothing will ever come back out.",455,1.0526315789473684,0.5,1670.138888888889,19.125,3,Very Low,Low,High,Low,High,Very Low,Medium
357,tropius,20,1000,99,68,83,72,87,51,"{grass,flying}",183,"The bunches of fruit around TROPIUS’s neck are very popular with children. This POKéMON loves fruit, and eats it continuously. Apparently, its love for fruit resulted in its own outgrowth of fruit.",460,0.949685534591195,0.8235294117647058,233.55555555555557,50.0,1,High,Low,Medium,Medium,High,Low,Medium
358,chimecho,6,10,75,50,80,95,90,65,{psychic},184,"CHIMECHO makes its cries echo inside its hollow body. When this POKéMON becomes enraged, its cries result in ultrasonic waves that have the power to knock foes flying.",455,0.7027027027027027,0.8529411764705882,228.47222222222226,1.6666666666666667,2,Medium,Very Low,Medium,High,High,Low,Medium
359,absol,12,470,65,130,60,75,60,75,{dark},185,"Every time ABSOL appears before people, it is followed by a disaster such as an earthquake or a tidal wave. As a result, it came to be known as the disaster POKéMON.",465,1.4074074074074074,1.7083333333333333,589.5833333333334,39.166666666666664,1,Low,High,Low,Medium,Low,Medium,Medium
360,wynaut,6,140,95,23,48,23,48,23,{psychic},100,"WYNAUT can always be seen with a big, happy smile on its face. Look at its tail to determine if it is angry. When angered, this POKéMON will be slapping the ground with its tail.",260,1.0,0.4791666666666667,658.8888888888888,23.333333333333332,2,High,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low
361,snorunt,7,168,50,50,50,50,50,50,{ice},186,"SNORUNT live in regions with heavy snowfall. In seasons without snow, such as spring and summer, this POKéMON steals away to live quietly among stalactites and stalagmites deep in caverns.",300,1.0,1.0,0.0,24.0,3,Very Low,Very Low,Very Low,Low,Very Low,Low,Very Low
362,glalie,15,2565,80,80,80,80,80,80,{ice},186,"GLALIE has a body made of rock, which it hardens with an armor of ice. This POKéMON has the ability to freeze moisture in the atmosphere into any shape it desires.",480,1.0,1.0,0.0,171.0,3,Medium,Medium,Medium,Medium,Medium,Medium,Medium
363,spheal,8,395,70,40,50,55,50,25,"{ice,water}",187,"SPHEAL is much faster rolling than  walking to get around. When groups of this POKéMON eat, they all clap at once to show their pleasure. Because of this, their mealtimes are noisy.",290,0.8571428571428571,0.95,188.88888888888889,49.375,3,Medium,Very Low,Very Low,Low,Very Low,Very Low,Very Low
364,sealeo,11,876,90,60,70,75,70,45,"{ice,water}",187,SEALEO has the habit of always juggling on the tip of its nose anything it sees for the first time. This POKéMON occasionally entertains itself by balancing and rolling a SPHEAL on its nose.,410,0.896551724137931,0.9642857142857143,188.8888888888889,79.63636363636364,3,High,Low,Low,Medium,Medium,Very Low,Medium
365,walrein,14,1506,110,80,90,95,90,65,"{ice,water}",187,It swims through icy seas while shattering ice floes with its large tusks. It is protected by its thick blubber.,530,0.918918918918919,0.9722222222222222,188.8888888888889,107.57142857142857,3,High,Medium,Medium,High,High,Low,Very High
366,clamperl,4,525,35,64,85,74,55,32,{water},188,CLAMPERL’s sturdy shell is not only good for protection - it is also used for clamping and catching prey. A fully grown CLAMPERL’s shell will be scored with nicks and scratches all over.,345,1.1550387596899225,0.9857142857142858,372.25,131.25,3,Very Low,Low,Medium,Medium,Low,Very Low,Low
367,huntail,17,270,55,104,105,94,75,52,{water},188,HUNTAIL’s presence went unnoticed by people for a long time because it lives at extreme depths in the sea. This POKéMON’s eyes can see clearly even in the murky dark depths of the ocean.,485,1.2366863905325445,1.1,471.13888888888897,15.882352941176471,3,Low,High,High,High,Medium,Low,High
368,gorebyss,18,226,55,84,105,114,75,52,{water},188,"GOREBYSS lives in the southern seas at extreme depths. Its body is built to withstand the enormous pressure of water at incredible depths. Because of this, this POKéMON’s body is unharmed by ordinary attacks.",485,1.0,1.1,537.8055555555555,12.555555555555555,3,Low,Medium,High,High,Medium,Low,High
369,relicanth,10,234,100,90,130,45,65,55,"{water,rock}",189,RELICANTH is a POKéMON species that existed for a hundred million years without ever changing its form. This ancient POKéMON feeds on microscopic organisms with its toothless mouth.,485,2.0,0.6923076923076923,845.138888888889,23.4,1,High,Medium,High,Very Low,Low,Low,High
370,luvdisc,6,87,43,30,55,40,65,97,{water},190,LUVDISC live in shallow seas in the tropics. This heart-shaped POKéMON earned its name by swimming after loving couples it spotted in the ocean’s waves.,330,0.8095238095238095,0.5833333333333334,476.3333333333333,14.5,1,Very Low,Very Low,Low,Very Low,Low,High,Low
